model,dataset,plane,n_qubits,trial,seed,epoch,train_loss,train_acc,test_loss,test_acc,test_macro_f1,test_balanced_acc,qnn_grad_norm,qnn_weight_update_norm,fc2_grad_norm,fc2_weight_update_norm,fc3_grad_norm,fc3_weight_update_norm,convergence_status,failure_macro_f1_threshold,failure_balanced_acc_threshold
hybrid,oasis-2,coronal,2,1,42,1,1.4036150500178337,0.5,1.2909301910549402,0.5,0.3333333333333333,0.5,0.1711109613534063,0.0035230102366767824,1.165495720569838,0.003390206547121927,0.9455200463823581,0.002285247159382055,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,2,1.2744674608111382,0.5,1.1930988254025578,0.5,0.3333333333333333,0.5,0.15515951020643115,0.003064498261664994,1.100682035668916,0.0018432498339849318,0.9020981696981942,0.0021784167875479256,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,3,1.203244648873806,0.5,1.0983674610033631,0.5,0.3333333333333333,0.5,0.1568363516125828,0.0031253429770004004,1.1965444973173724,0.001861942632958677,0.9197693555068425,0.002400891000140233,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,4,1.108114667236805,0.5,1.051621701568365,0.5,0.3333333333333333,0.5,0.16082828305661678,0.0033545805927133188,0.823702550057318,0.0013557312103045663,0.9361132074427232,0.0027313074583447503,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,5,1.0663233445957303,0.5,1.0053921155631542,0.5,0.3333333333333333,0.5,0.1657956789713353,0.0033168514346471056,1.1433356441581555,0.0015167226019348772,0.9489906285966322,0.0026678558470586925,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,6,1.0040480457246304,0.5,0.9695025384426117,0.5,0.3333333333333333,0.5,0.15010483260266483,0.003194307108060457,0.6292555912387087,0.0011324897635217645,0.889953433600175,0.0026819437046925994,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,7,0.9522935170680285,0.5,0.9154282733798027,0.5,0.3333333333333333,0.5,0.13278073316905648,0.002912588170147501,0.5438093173723061,0.0010371106068116118,0.8906502164212295,0.002577582984279498,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,8,0.9046199694275856,0.5,0.8774281200021505,0.5,0.3333333333333333,0.5,0.11361344228498638,0.0027128908841405064,0.43962272304734196,0.0005181411332114516,0.8338749201168931,0.002608064836586656,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,9,0.8655353784561157,0.5,0.8414098843932152,0.5,0.3333333333333333,0.5,0.10638886573724449,0.0024487656191922724,0.514840283692438,0.000487640488090389,0.8463483305634483,0.0025606707661092274,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,1,42,10,0.8295600190758705,0.5,0.8107736576348543,0.5,0.3333333333333333,0.5,0.08399638382252306,0.0018363951239734888,0.4927239676313466,0.0005807794289541545,0.752420127273005,0.0021267397974969937,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,1,0.8517502099275589,0.5,0.8117517493665218,0.5,0.3333333333333333,0.5,0.21713553264271468,0.0026070075837196782,1.4379061127749253,0.0023003482666000092,0.6357027463643043,0.0023689059509650473,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,2,0.8020243532955647,0.5,0.7885777428746223,0.5,0.3333333333333333,0.5,0.22586696594953537,0.002602857566671446,0.6048794484815625,0.0009538520224853188,0.6235802869280958,0.0023340904548509876,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,3,0.7772023491561413,0.5,0.756861250847578,0.5,0.3333333333333333,0.5,0.19003044336568564,0.0023212727392092347,0.576517604604658,0.0009407914072500907,0.5328865168022652,0.0021952084174174697,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,4,0.7466999366879463,0.5,0.7409264780580997,0.5,0.3333333333333333,0.5,0.17413382133236155,0.0016751412840676494,0.31246358429911114,0.0004101463973342816,0.5623052792851388,0.001551851229326396,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,5,0.7341335453093052,0.5,0.7248112335801125,0.5,0.3333333333333333,0.5,0.1306244838051498,0.0020483214539126493,0.3927603921695383,0.00030273724073342546,0.49288059844730586,0.001959033988726957,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,6,0.7208989672362804,0.5,0.7110968604683876,0.5,0.3333333333333333,0.5,0.11601851950399578,0.0015004454035079107,0.550750805274733,0.0004093426255688903,0.46664239353761106,0.0014701030417998712,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,7,0.7006727568805218,0.5,0.6954593397676945,0.5,0.3333333333333333,0.5,0.13722857949323952,0.0018007094913627952,0.5081547786184617,0.0005188412793159301,0.5238343161267159,0.0016558169216173136,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,8,0.6831443309783936,0.5,0.6717987507581711,0.5,0.3333333333333333,0.5,0.12151540443301201,0.0017286303627770394,0.7687628712419137,0.001100226745008363,0.511102886510265,0.001302990622239757,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,9,0.6531261317431927,0.5,0.639097586274147,0.5,0.3333333333333333,0.5,0.1329525518231094,0.0019670392211992294,1.176856470880716,0.002027007393264053,0.44124359451625994,0.001405235372877859,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,2,43,10,0.60380470007658,0.5,0.6514054611325264,0.5,0.3333333333333333,0.5,0.12001391663216054,0.0020065316348336637,1.3342317330154791,0.002437825386361005,0.46030260156777525,0.0017295951210858592,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,1,0.7241761311888695,0.515625,0.6795182302594185,0.703125,0.6744310575635877,0.703125,0.11552260699681938,0.001701288918411592,1.2422919210086394,0.0027229886797089787,0.34358370834131524,0.0013713674387655621,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,2,0.6847701258957386,0.5703125,0.656060341745615,0.515625,0.3671451355661882,0.515625,0.10679929779144004,0.0008813384647510247,0.8865444766090609,0.0010132025790074914,0.3058771842313335,0.000853069080861515,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,3,0.6328607182949781,0.6953125,0.6170620806515217,0.8125,0.8125,0.8125,0.10439803870394826,0.0011598416222113883,1.0446565020922864,0.0005611486179818747,0.3688462769509193,0.0013834029270026588,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,4,0.5929123554378748,0.6875,0.6353197917342186,0.703125,0.6744310575635877,0.703125,0.12500882428139448,0.0019217665831092745,1.0792013895184,0.0010255702419890629,0.365027368655943,0.002149312810401436,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,5,0.5751536283642054,0.75,0.531025841832161,0.890625,0.8893007165801828,0.890625,0.12571501755155623,0.0018604458527988754,0.9892018767982076,0.0008827931379837051,0.36636759926674733,0.002141407026493437,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,6,0.5183590427041054,0.8671875,0.4969830885529518,0.890625,0.8893007165801828,0.890625,0.11939254007302225,0.0018474304306437261,1.2214564473926535,0.0014863265042252699,0.4069384028364087,0.0021312165824429632,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,7,0.48755874671041965,0.8359375,0.4137801565229893,0.984375,0.9843711843711844,0.984375,0.12888503377325833,0.0020081763723283075,1.0866077784638155,0.0012478717465842187,0.42952573866667787,0.0023748262700591495,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,8,0.41355922631919384,0.9140625,0.38313402980566025,0.953125,0.9531135531135531,0.953125,0.1378943626768887,0.0021592350531136617,1.162051810684304,0.0015297109305825256,0.3985797879106306,0.002534255092453682,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,9,0.3721536248922348,0.9375,0.36035674437880516,0.953125,0.9531135531135531,0.953125,0.1260162761900574,0.0024036118848016486,0.9744195873743168,0.0012161743889705337,0.40735566544366003,0.002704548071542031,converged,0.4,0.55
hybrid,oasis-2,coronal,2,3,44,10,0.3461990365758538,0.9296875,0.30573559552431107,0.953125,0.9531135531135531,0.953125,0.12540799332782626,0.0020782065694220364,1.3873628540566472,0.0012823320918761193,0.39996530484816706,0.0026071163681767213,converged,0.4,0.55
hybrid,oasis-2,coronal,2,4,45,1,0.7055447548627853,0.546875,0.6783426702022552,0.640625,0.6333748443337484,0.640625,0.23322617262601852,0.0014961413980927318,3.6285605799381364,0.002697118260682629,0.4654793283468944,0.0010932370753773974,converged,0.4,0.55
hybrid,oasis-2,coronal,2,4,45,2,0.7616889774799347,0.4765625,0.709815263748169,0.390625,0.2808988764044944,0.390625,0.20047946856357157,0.0007491150299756555,7.213719484886942,0.001122508937442656,0.4353056473984085,0.0010059573823184144,stuck,0.4,0.55
hybrid,oasis-2,coronal,2,4,45,3,0.7899900935590267,0.40625,0.7113786041736603,0.5,0.3333333333333333,0.5,0.18827654514461756,0.0012707588321063668,8.741678944635026,0.0008641781679367901,0.3713721155192999,0.001798793189471846,stuck,0.4,0.55
