row_type,model,dataset,plane,n_qubits,eval_split,trial,seed,epoch,train_loss,train_acc,test_loss,test_acc,test_macro_f1,test_balanced_acc,precision,recall,f1,macro_f1,balanced_acc,sensitivity,specificity,auc,tn,fp,fn,tp,lr,convergence_status,failure_count,success_count,failure_rate,failure_macro_f1_threshold,failure_balanced_acc_threshold
epoch,hybrid,oasis-2,coronal,2,original,1,42,1,1.5707107409834862,0.5,1.5101948222145438,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,2,1.3627079650759697,0.5,1.1994462609291077,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,3,1.2730395123362541,0.5,1.2099703615531325,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,4,1.236732266843319,0.5,1.1758716087788343,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,5,1.2153668166138232,0.5,1.1909487983211875,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,6,1.2441122122108936,0.5,1.1546797957271338,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,7,1.2292222250252962,0.5,1.1425882205367088,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,8,1.192480143159628,0.5,1.1675743367522955,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,9,1.1676313765347004,0.5,1.1120926104485989,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,1,42,10,1.1822061352431774,0.5,1.1032203063368797,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,1,42,10,1.1822061352431774,0.5,1.1032203063368797,0.5,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.6865234375,0,32,0,32,0.0005,stuck,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,1,42,10,1.1822061352431774,0.5,1.1032203063368797,0.5,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.6865234375,0,32,0,32,0.0005,stuck,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,1,0.8715582266449928,0.5,0.8378202840685844,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,2,0.841408010572195,0.5,0.83546307310462,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,3,0.8287830464541912,0.5,0.8127764463424683,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,4,0.8097782228142023,0.5,0.8090914413332939,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,5,0.8064960390329361,0.5,0.7998558506369591,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,6,0.7995772175490856,0.5,0.7939047440886497,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,7,0.7898525111377239,0.5,0.7865949608385563,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,8,0.7841389514505863,0.5,0.7808066569268703,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,9,0.77979576587677,0.5,0.7750048935413361,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,2,43,10,0.7751638032495975,0.5,0.771175742149353,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.0005,,,,,0.4,0.55
