row_type,model,dataset,plane,n_qubits,eval_split,trial,seed,epoch,train_loss,train_acc,test_loss,test_acc,test_macro_f1,test_balanced_acc,precision,recall,f1,macro_f1,balanced_acc,sensitivity,specificity,auc,tn,fp,fn,tp,lr,convergence_status,failure_count,success_count,failure_rate,failure_macro_f1_threshold,failure_balanced_acc_threshold
epoch,hybrid,oasis-2,coronal,2,original,3,44,1,0.7061674408614635,0.5,0.6908000037074089,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,2,0.710836585611105,0.53125,0.6835469864308834,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,3,0.6787265501916409,0.5546875,0.6811859011650085,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,4,0.6799532100558281,0.5625,0.6438590213656425,0.53125,0.3992490613266583,0.53125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,5,0.6216021291911602,0.71875,0.5977216884493828,0.625,0.5636363636363637,0.625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,6,0.5833218805491924,0.7734375,0.564294558018446,0.6875,0.6536796536796536,0.6875,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,7,0.5483596492558718,0.8203125,0.5228082425892353,0.9375,0.9374389051808407,0.9375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,8,0.4941195659339428,0.9140625,0.48731107637286186,0.953125,0.9531135531135531,0.953125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,9,0.47924727760255337,0.8984375,0.44412120059132576,0.953125,0.9531135531135531,0.953125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,3,44,10,0.42639825493097305,0.96875,0.41755494475364685,0.953125,0.9531135531135531,0.953125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,3,44,10,0.42639825493097305,0.96875,0.41755494475364685,0.953125,0.9531135531135531,0.953125,0.967741935483871,0.9375,0.9523809523809523,0.9531135531135531,0.953125,0.9375,0.96875,0.994140625,31,1,2,30,0.001,converged,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,3,44,10,0.42639825493097305,0.96875,0.41755494475364685,0.953125,0.9531135531135531,0.953125,0.967741935483871,0.9375,0.9523809523809523,0.9531135531135531,0.953125,0.9375,0.96875,0.994140625,31,1,2,30,0.001,converged,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,1,0.7319138832390308,0.4453125,0.6916910409927368,0.5625,0.49090909090909085,0.5625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,2,0.7089027464389801,0.4921875,0.6965268552303314,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,3,0.7067903839051723,0.4921875,0.6880175098776817,0.515625,0.3671451355661882,0.515625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,4,0.6981723271310329,0.4453125,0.690773494541645,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,5,0.6649388857185841,0.6328125,0.6672204285860062,0.546875,0.4487674487674488,0.546875,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,6,0.6280252002179623,0.6875,0.6577733159065247,0.578125,0.578021978021978,0.578125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,7,0.5786070916801691,0.7578125,0.6300850361585617,0.734375,0.7142106645652745,0.734375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,8,0.5259413029998541,0.8828125,0.6155738495290279,0.734375,0.7142106645652745,0.734375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,9,0.5337045695632696,0.8828125,0.5632114000618458,0.8125,0.8108374384236454,0.8125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,4,45,10,0.49800640530884266,0.8984375,0.5466372258961201,0.796875,0.7927770859277709,0.796875,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,4,45,10,0.49800640530884266,0.8984375,0.5466372258961201,0.796875,0.7927770859277709,0.796875,0.9130434782608695,0.65625,0.7636363636363637,0.7927770859277709,0.796875,0.65625,0.9375,0.9130859375,30,2,11,21,0.001,converged,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,4,45,10,0.49800640530884266,0.8984375,0.5466372258961201,0.796875,0.7927770859277709,0.796875,0.9130434782608695,0.65625,0.7636363636363637,0.7927770859277709,0.796875,0.65625,0.9375,0.9130859375,30,2,11,21,0.001,converged,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,1,0.7077803276479244,0.46875,0.657548151910305,0.65625,0.6101882613510521,0.65625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,2,0.6158432103693485,0.75,0.5966382287442684,0.8125,0.8078078078078078,0.8125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,3,0.566846027970314,0.84375,0.5579893216490746,0.84375,0.8412698412698413,0.84375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,4,0.5068082921206951,0.9375,0.5280922129750252,0.84375,0.8398398398398399,0.84375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,5,0.4433527383953333,0.9375,0.4117442760616541,0.9375,0.9374389051808407,0.9375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,6,0.3825206086039543,0.9375,0.46211853437125683,0.8125,0.8056680161943319,0.8125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,7,0.36151038110256195,0.9765625,0.3850029520690441,0.953125,0.9530217763640811,0.953125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,8,0.3598731020465493,0.9453125,0.4091030973941088,0.859375,0.8565379825653798,0.859375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,9,0.31596340611577034,0.984375,0.4173915237188339,0.859375,0.8565379825653798,0.859375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,5,46,10,0.30990105122327805,0.96875,0.37318175472319126,0.890625,0.8893007165801828,0.890625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,5,46,10,0.30990105122327805,0.96875,0.37318175472319126,0.890625,0.8893007165801828,0.890625,0.8205128205128205,1.0,0.9014084507042254,0.8893007165801828,0.890625,1.0,0.78125,0.9892578125,25,7,0,32,0.001,converged,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,5,46,10,0.30990105122327805,0.96875,0.37318175472319126,0.890625,0.8893007165801828,0.890625,0.8205128205128205,1.0,0.9014084507042254,0.8893007165801828,0.890625,1.0,0.78125,0.9892578125,25,7,0,32,0.001,converged,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,1,0.8470952697098255,0.5,0.8173854351043701,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,2,0.8154024928808212,0.5,0.792288426309824,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,3,0.791710939258337,0.5,0.775752704590559,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,4,0.7769378982484341,0.5,0.7619243785738945,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,5,0.7626251019537449,0.5,0.7545083351433277,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,6,0.7637459449470043,0.5,0.7492508180439472,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,7,0.7475846596062183,0.5,0.7429248727858067,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,8,0.7388648167252541,0.5,0.7227335646748543,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,9,0.7224215343594551,0.5,0.7199921421706676,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,6,47,10,0.7193516343832016,0.5,0.712277464568615,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,6,47,10,0.7193516343832016,0.5,0.712277464568615,0.5,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.46875,0,32,0,32,0.001,stuck,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,6,47,10,0.7193516343832016,0.5,0.712277464568615,0.5,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.46875,0,32,0,32,0.001,stuck,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,1,0.6770720817148685,0.5625,0.597890067845583,0.8125,0.8056680161943319,0.8125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,2,0.5638093501329422,0.828125,0.47771357744932175,0.9375,0.9372549019607843,0.9375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,3,0.4817737452685833,0.921875,0.43839551508426666,0.9375,0.9372549019607843,0.9375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,4,0.42784040980041027,0.9296875,0.39877140522003174,0.984375,0.9843711843711844,0.984375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,5,0.38304626010358334,0.9765625,0.42401670664548874,0.921875,0.9213952345860967,0.921875,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,6,0.38879976607859135,0.953125,0.34944839030504227,0.96875,0.9687194525904204,0.96875,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,7,0.3485164623707533,0.96875,0.352373868227005,0.953125,0.9530217763640811,0.953125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,8,0.3378819338977337,0.984375,0.32340696826577187,0.984375,0.9843711843711844,0.984375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,9,0.32497524842619896,0.96875,0.28459984064102173,1.0,1.0,1.0,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,7,48,10,0.29907873645424843,1.0,0.31192782893776894,0.96875,0.9687194525904204,0.96875,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,7,48,10,0.29907873645424843,1.0,0.31192782893776894,0.96875,0.9687194525904204,0.96875,1.0,0.9375,0.967741935483871,0.9687194525904204,0.96875,0.9375,1.0,1.0,32,0,2,30,0.001,converged,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,7,48,10,0.29907873645424843,1.0,0.31192782893776894,0.96875,0.9687194525904204,0.96875,1.0,0.9375,0.967741935483871,0.9687194525904204,0.96875,0.9375,1.0,1.0,32,0,2,30,0.001,converged,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,1,0.7946377955377102,0.4609375,0.6914294213056564,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,2,0.6763774678111076,0.5625,0.7131232470273972,0.453125,0.3118279569892473,0.453125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,3,0.6838853359222412,0.5625,0.7307568714022636,0.3125,0.23809523809523808,0.3125,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,4,0.6554519794881344,0.6171875,0.7466940805315971,0.25,0.2,0.25,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,5,0.6079872623085976,0.703125,0.7537528499960899,0.140625,0.130219915987151,0.140625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,6,0.5776644181460142,0.8046875,0.762969046831131,0.25,0.2,0.25,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,7,0.5456319339573383,0.828125,0.727606289088726,0.375,0.3435897435897436,0.375,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,8,0.54103584587574,0.84375,0.8015444502234459,0.171875,0.1551681195516812,0.171875,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,9,0.5179513785988092,0.8671875,0.8174817487597466,0.140625,0.1232876712328767,0.140625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,8,49,10,0.4802306517958641,0.9296875,0.6679901778697968,0.625,0.624633431085044,0.625,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,8,49,10,0.4802306517958641,0.9296875,0.6679901778697968,0.625,0.624633431085044,0.625,0.6333333333333333,0.59375,0.6129032258064516,0.624633431085044,0.625,0.59375,0.65625,0.6474609375,21,11,13,19,0.001,converged,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,8,49,10,0.4802306517958641,0.9296875,0.6679901778697968,0.625,0.624633431085044,0.625,0.6333333333333333,0.59375,0.6129032258064516,0.624633431085044,0.625,0.59375,0.65625,0.6474609375,21,11,13,19,0.001,converged,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,1,0.698656614869833,0.5,0.6964672058820724,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,2,0.6957492306828499,0.5,0.6947539448738098,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,3,0.6951312385499477,0.5,0.6946825981140137,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,4,0.6943274848163128,0.5,0.694208025932312,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,5,0.6941660679876804,0.5,0.6940556168556213,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,6,0.6942540593445301,0.5,0.6934979856014252,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,7,0.6935066655278206,0.5,0.6935174465179443,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,8,0.6931658424437046,0.5,0.693305104970932,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,9,0.6936330571770668,0.5,0.6933123767375946,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,9,50,10,0.6922545470297337,0.5,0.693198025226593,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,9,50,10,0.6922545470297337,0.5,0.693198025226593,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.5,32,0,32,0,0.001,stuck,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,9,50,10,0.6922545470297337,0.5,0.693198025226593,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.5,32,0,32,0,0.001,stuck,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,1,0.7661099657416344,0.484375,0.755780816078186,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,2,0.7523169405758381,0.5,0.7451261729001999,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,3,0.7398870587348938,0.5,0.7322305887937546,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,4,0.7259863913059235,0.5,0.7188765853643417,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,5,0.7119197882711887,0.5,0.7077562212944031,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,6,0.7042104862630367,0.5,0.6975633800029755,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,7,0.6958624012768269,0.5,0.6950307786464691,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,8,0.6944678574800491,0.5,0.6934208869934082,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,9,0.6941340751945972,0.5,0.6933830380439758,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
epoch,hybrid,oasis-2,coronal,2,original,10,51,10,0.6938351765275002,0.5,0.693166047334671,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,0.001,,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,original,10,51,10,0.6938351765275002,0.5,0.693166047334671,0.5,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.5,0,32,0,32,0.001,stuck,,,,0.4,0.55
final,hybrid,oasis-2,coronal,2,balanced,10,51,10,0.6938351765275002,0.5,0.693166047334671,0.5,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.5,0,32,0,32,0.001,stuck,,,,0.4,0.55
summary,hybrid_mean,oasis-2,coronal,2,original,,,,0.6042951228097081,0.7265625,0.6274273728951811,0.6734375,,,0.6334631567590895,0.8125,0.6864737594678532,0.5895210905963637,0.6734375,0.8125,0.534375,0.72607421875,17.1,14.9,6.0,26.0,,summary,5,5,0.5,0.4,0.55
summary,hybrid_std,oasis-2,coronal,2,original,,,,0.2505587209940923,0.22793228161013088,0.22287409186016574,0.19508737025048548,,,0.28840414992053837,0.30650499588098074,0.2608059701431954,0.2713973860676165,0.19508737025048548,0.30650499588098074,0.447530114210206,0.21223570151182347,14.320963654726592,14.320963654726592,9.808159868191384,9.808159868191384,,summary,,,,0.4,0.55
summary,hybrid_mean,oasis-2,coronal,2,balanced,,,,0.6042951228097081,0.7265625,0.6274273728951811,0.6734375,,,0.6334631567590895,0.8125,0.6864737594678532,0.5895210905963637,0.6734375,0.8125,0.534375,0.72607421875,17.1,14.9,6.0,26.0,,summary,5,5,0.5,0.4,0.55
summary,hybrid_std,oasis-2,coronal,2,balanced,,,,0.2505587209940923,0.22793228161013088,0.22287409186016574,0.19508737025048548,,,0.28840414992053837,0.30650499588098074,0.2608059701431954,0.2713973860676165,0.19508737025048548,0.30650499588098074,0.447530114210206,0.21223570151182347,14.320963654726592,14.320963654726592,9.808159868191384,9.808159868191384,,summary,,,,0.4,0.55
